,aX,aY,aZ,gX,gY,gZ,little,ring,middle,index,thumb,number
194,0.23,0.78,0.54,0.12,-3.23,-4.64,217,266,211,467,332,20
195,0.27,0.81,0.54,-0.55,-1.46,-4.33,219,269,210,464,331,20
196,0.23,0.79,0.55,-0.79,-3.78,-0.98,220,268,211,465,332,20
197,0.26,0.82,0.54,2.2,-2.69,-0.61,218,269,212,463,327,20
198,0.25,0.82,0.56,-0.49,-2.56,-3.17,220,268,213,462,330,20
199,0.26,0.78,0.53,0.12,-3.72,-3.17,218,266,212,462,334,20
200,0.25,0.81,0.55,1.4,-2.93,-1.4,219,267,212,466,332,20
201,0.25,0.82,0.56,-2.01,-2.14,1.65,217,266,215,462,334,20
202,0.24,0.77,0.53,5.0,-4.03,8.67,218,266,214,466,332,20
203,0.26,0.84,0.53,2.2,-4.64,1.16,219,267,212,463,332,20
204,0.28,0.83,0.54,-1.4,-9.28,-4.52,221,266,210,462,333,20
205,0.29,0.81,0.52,-0.31,-2.99,-2.93,214,266,211,467,338,20
206,0.33,0.74,0.57,3.6,-1.34,-4.27,218,269,212,466,332,20
207,0.23,0.78,0.54,-5.31,-3.3,7.2,219,268,212,457,329,20
208,0.24,0.77,0.54,0.98,-5.49,-4.52,215,270,215,465,333,20
209,0.25,0.78,0.55,1.53,-5.0,-1.46,221,270,211,467,332,20
210,0.25,0.79,0.54,-0.85,-3.6,-2.38,217,268,211,468,332,20
211,0.3,0.79,0.53,0.31,-0.31,-3.97,218,270,212,463,333,20
212,0.27,0.8,0.56,0.18,-2.08,-4.52,216,276,215,462,332,20
213,0.2,0.81,0.51,-4.39,15.63,-8.24,221,269,210,469,333,20
214,0.19,0.79,0.55,-3.66,-6.96,2.14,219,271,213,463,330,20
215,0.25,0.79,0.55,0.18,-12.51,-6.47,220,269,212,465,330,20
216,0.25,0.75,0.57,-2.81,-2.99,-6.1,218,268,214,462,333,20
217,0.26,0.8,0.55,0.43,-1.59,-1.34,218,274,212,466,343,20
218,0.3,0.79,0.56,2.08,-4.82,-3.97,221,267,212,458,333,20
219,0.26,0.77,0.56,-7.14,-0.18,-2.81,219,271,213,462,332,20
220,0.18,0.75,0.6,-0.31,4.94,-14.95,221,268,215,458,334,20
221,0.25,0.84,0.6,-1.04,-3.42,-3.17,221,271,215,466,334,20
222,0.19,0.75,0.58,-3.23,0.12,-0.92,219,267,211,464,330,20
223,0.28,0.77,0.61,-0.49,-7.02,-2.69,218,268,209,463,332,20
224,0.24,0.76,0.56,0.12,4.21,0.06,221,269,214,462,334,20
225,0.24,0.71,0.6,-2.87,-9.95,-3.42,221,269,213,460,335,20
226,0.18,0.58,0.42,14.83,-7.32,3.36,220,269,214,462,332,20
227,0.09,0.81,0.46,-12.08,23.07,-19.29,218,271,213,461,332,20
228,0.06,0.86,0.64,-19.78,-10.13,-11.66,221,271,217,461,331,20
229,0.25,0.68,0.71,3.36,-21.0,-1.16,216,267,214,464,334,20
230,0.17,0.84,0.74,46.75,-4.03,4.39,220,270,213,463,335,20
