,aX,aY,aZ,gX,gY,gZ,little,ring,middle,index,thumb,number
168,0.94,-0.32,0.11,-0.49,-3.05,-2.69,225,264,201,466,332,22
169,0.94,-0.34,0.1,-1.16,-3.3,-1.89,223,266,204,463,329,22
170,0.93,-0.33,0.09,-0.49,-2.01,-2.99,223,264,200,465,328,22
171,0.94,-0.35,0.09,1.59,-2.93,-3.17,223,266,205,468,333,22
172,0.94,-0.34,0.1,0.79,-2.44,-2.62,221,264,206,466,328,22
173,0.94,-0.34,0.1,1.04,-2.08,-3.36,214,264,206,467,332,22
174,0.94,-0.34,0.1,0.18,-2.81,-2.69,222,263,203,465,333,22
175,0.94,-0.34,0.1,1.1,-3.3,-2.81,260,264,220,459,331,22
176,0.94,-0.34,0.1,2.26,-2.99,-2.08,228,263,206,463,331,22
177,0.94,-0.33,0.1,0.92,-3.05,-3.23,220,267,204,460,328,22
178,0.94,-0.34,0.1,1.34,-3.23,-1.83,222,264,209,464,331,22
179,0.95,-0.34,0.1,0.73,-3.72,-1.53,224,267,206,469,332,22
180,0.94,-0.33,0.1,0.31,-2.87,-2.44,218,264,204,468,330,22
181,0.94,-0.34,0.1,-0.73,-3.05,-1.95,222,265,204,467,332,22
182,0.93,-0.34,0.1,-0.67,-3.66,-0.98,222,264,206,466,332,22
183,0.94,-0.34,0.1,-1.22,-3.11,-1.89,223,261,204,460,331,22
184,0.94,-0.35,0.09,-1.34,-3.11,-2.2,222,263,212,466,330,22
185,0.93,-0.35,0.08,-0.24,-2.99,-2.26,224,262,205,469,328,22
186,0.92,-0.36,0.08,1.34,-3.17,-1.89,236,266,204,459,331,22
187,0.94,-0.36,0.08,0.61,-3.66,-1.71,220,267,208,465,327,22
188,0.94,-0.36,0.08,0.61,-3.66,-3.42,222,276,205,469,327,22
189,0.93,-0.35,0.09,1.46,-3.6,-2.62,219,263,204,469,331,22
190,0.93,-0.34,0.1,2.08,-3.78,-1.89,221,266,205,465,332,22
191,0.94,-0.34,0.09,0.92,-1.95,-4.15,222,264,208,461,329,22
192,0.93,-0.35,0.1,-0.06,-3.54,-1.83,212,267,206,469,331,22
193,0.94,-0.35,0.09,-1.28,-3.3,-2.5,220,265,207,469,333,22
194,0.93,-0.35,0.09,-0.12,-2.99,-1.89,218,265,203,461,331,22
195,0.94,-0.35,0.09,-0.18,-2.5,-2.62,220,266,204,465,333,22
196,0.94,-0.35,0.09,0.24,-3.3,-1.83,222,265,200,465,330,22
197,0.93,-0.36,0.07,0.61,-3.17,-2.14,221,267,203,464,333,22
198,0.93,-0.35,0.08,1.59,-2.5,-3.48,224,264,207,459,334,22
199,0.94,-0.35,0.09,0.85,-2.5,-3.11,221,281,207,465,331,22
200,0.94,-0.35,0.09,0.85,-2.62,-2.87,223,269,205,463,333,22
201,0.94,-0.35,0.09,1.1,-2.38,-3.05,220,262,205,461,332,22
202,0.94,-0.34,0.1,0.98,-2.75,-2.44,222,264,206,468,330,22
203,0.93,-0.34,0.1,1.83,-3.23,-2.56,221,264,202,466,329,22
204,0.95,-0.34,0.09,3.54,-2.14,-4.33,230,265,208,461,330,22
205,0.91,-0.35,0.1,2.26,-1.77,-6.47,223,268,208,464,329,22
206,0.94,-0.29,0.13,3.05,-4.03,-3.97,221,262,206,464,333,22
207,0.94,-0.32,0.13,1.95,-3.23,-1.71,218,267,209,464,332,22
208,0.96,-0.32,0.12,-2.99,-3.6,-3.05,221,266,208,464,331,22
209,0.93,-0.34,0.11,3.3,-2.69,-3.91,221,265,212,470,332,22
210,0.93,-0.33,0.11,-2.69,-3.3,-2.32,221,264,204,465,334,22
211,0.94,-0.32,0.11,3.17,-1.04,-2.81,220,265,209,464,333,22
212,0.96,-0.3,0.09,-1.34,-1.95,-3.85,220,263,208,460,330,22
213,0.94,-0.35,0.08,1.71,-2.75,-3.36,220,267,208,467,331,22
214,0.94,-0.33,0.1,-0.67,-2.32,-2.01,221,262,208,464,332,22
215,0.94,-0.33,0.11,-0.73,-3.66,-2.01,221,262,205,467,328,22
216,0.95,-0.33,0.1,0.55,-2.5,-2.99,223,266,208,464,332,22
217,0.94,-0.33,0.11,0.73,-3.3,-1.77,221,264,206,468,332,22
218,0.95,-0.33,0.09,-0.37,-2.87,-3.23,222,262,206,466,330,22
219,0.95,-0.32,0.11,-1.71,-3.48,-1.46,224,267,205,465,337,22
220,0.93,-0.33,0.11,-0.24,-2.56,-4.52,221,267,207,465,331,22
221,0.95,-0.32,0.12,-2.32,-2.87,-1.16,223,266,209,464,331,22
222,0.93,-0.34,0.11,-0.31,-3.23,-3.91,221,264,205,469,334,22
223,0.95,-0.32,0.11,0.18,-2.38,-1.77,216,266,209,469,328,22
224,0.93,-0.33,0.12,1.4,-2.5,-2.38,224,264,206,465,331,22
225,0.95,-0.32,0.11,1.95,-1.95,-3.23,223,265,206,469,331,22
226,0.93,-0.34,0.1,2.01,-1.71,-4.33,221,264,208,466,331,22
227,0.94,-0.32,0.12,2.01,-3.3,-1.95,225,266,208,461,329,22
228,0.93,-0.33,0.12,-0.85,-2.5,-1.71,220,267,206,465,333,22
229,0.95,-0.32,0.1,0.0,-2.87,-3.54,235,263,206,466,334,22
230,0.94,-0.32,0.12,-0.55,-2.32,-2.01,221,263,206,463,331,22
231,0.94,-0.33,0.12,2.5,-3.72,-0.12,222,266,210,476,328,22
232,0.95,-0.34,0.11,-1.1,-1.65,-3.54,222,265,208,465,330,22
233,0.94,-0.32,0.12,1.46,-3.3,-2.08,220,266,204,466,331,22
234,0.94,-0.33,0.12,2.08,-3.42,-1.59,220,267,208,467,329,22
235,0.94,-0.33,0.11,0.06,-4.94,-2.93,225,268,210,468,333,22
236,0.93,-0.31,0.14,0.55,-3.11,-1.16,228,268,209,463,331,22
237,0.94,-0.34,0.12,0.92,-2.69,-3.91,227,267,206,478,335,22
238,0.94,-0.32,0.13,-1.28,-1.83,-1.46,221,265,206,469,331,22
239,0.95,-0.33,0.11,1.59,-2.62,-4.52,221,265,205,466,329,22
240,0.94,-0.32,0.14,-0.12,-3.85,1.34,224,267,206,465,330,22
241,0.95,-0.33,0.12,1.46,-2.62,-3.48,224,264,204,465,330,22
242,0.95,-0.32,0.13,0.85,-2.56,-3.17,223,275,208,465,332,22
243,0.94,-0.33,0.13,1.04,-3.3,-3.66,219,267,212,466,332,22
244,0.93,-0.32,0.14,-0.85,-2.87,-1.89,221,267,207,468,333,22
245,0.93,-0.32,0.14,1.16,-2.56,-2.81,220,267,208,460,331,22
246,0.95,-0.32,0.13,2.2,-3.42,-1.65,223,265,207,460,330,22
247,0.94,-0.32,0.13,2.01,-2.56,-3.05,222,268,209,472,328,22
248,0.93,-0.31,0.14,0.43,-1.59,-5.07,221,266,206,463,330,22
249,0.96,-0.3,0.14,7.2,-0.92,-5.31,220,274,209,464,332,22
250,1.0,-0.4,-0.03,-32.23,-42.24,13.73,223,266,210,468,331,22
251,0.96,-0.38,-0.04,6.29,12.08,-9.34,221,252,208,464,331,22
252,1.0,-0.37,0.03,-5.55,46.26,-27.04,220,266,208,467,342,22
253,1.14,-0.23,0.11,-4.03,-9.46,-4.88,239,265,208,468,334,22
254,0.96,-0.24,0.24,10.56,2.93,-9.09,222,268,210,464,329,22
255,0.94,-0.19,0.27,6.04,2.01,-6.84,234,262,207,464,334,22
256,0.94,-0.25,0.24,1.34,-7.87,1.22,228,268,207,465,332,22
257,0.99,-0.21,0.26,3.42,1.65,-7.08,222,265,207,470,331,22
258,0.95,-0.23,0.25,-5.07,-4.46,0.06,223,261,208,460,329,22
259,0.95,-0.24,0.25,3.6,-2.75,-5.98,222,266,208,465,327,22
260,0.97,-0.24,0.2,1.83,-0.73,-7.63,221,270,207,468,330,22
261,0.98,-0.23,0.21,1.22,-7.39,-1.28,221,266,211,465,330,22
262,0.96,-0.23,0.2,-0.49,-3.48,-3.3,222,265,210,459,327,22
263,0.96,-0.22,0.21,-2.87,-2.69,-4.27,223,267,208,469,330,22
264,0.94,-0.23,0.22,-0.12,-3.97,-1.28,221,267,208,465,332,22
265,0.95,-0.23,0.21,0.37,-2.75,-3.05,221,266,207,465,327,22
266,0.96,-0.23,0.21,-0.37,-4.76,-1.34,225,268,210,466,330,22
267,0.9,-0.23,0.24,-0.06,-4.33,-1.34,222,267,207,465,331,22
268,0.97,-0.24,0.19,-0.37,-4.15,-0.31,223,266,207,465,323,22
269,0.95,-0.24,0.2,0.24,-0.61,-3.91,224,270,211,466,331,22
270,0.96,-0.25,0.2,-0.24,-1.89,-3.11,222,267,209,464,331,22
271,0.94,-0.24,0.21,-0.18,-2.81,-2.56,221,266,208,466,332,22
272,0.99,-0.23,0.19,-0.49,-5.8,-5.43,224,264,207,462,330,22
273,0.96,-0.24,0.21,1.34,-3.11,-2.08,223,271,210,469,333,22
274,0.92,-0.23,0.21,1.46,-4.39,-2.81,221,265,209,466,331,22
